"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","362","can filter for completed tasks","example to-do app","2026-07-16","passed","2026-07-16","","with a checked task","",""
"","276","cy.clock() - control time in the browser","Spies, Stubs, and Clock","2026-07-16","passed","2026-07-16","","","",""
"","2254","cy.scrollTo() - scroll the window or element to a position","Actions","2026-07-16","passed","2026-07-16","","","",""
"","208",".nextAll() - get all next sibling DOM elements","Traversal","2026-07-16","passed","2026-07-16","","","",""
"","1030","cy.exec() - execute a system command","Misc","2026-07-16","passed","2026-07-16","","","",""
"","211","cy.fixture() or require - load a fixture","Files","2026-07-16","passed","2026-07-16","","","",""
"","228","Get and set configuration options","Cypress APIs","2026-07-16","passed","2026-07-16","","Cypress.config()","",""
"","63","matches call arguments using Sinon matchers","Spies, Stubs, and Clock","2026-07-16","passed","2026-07-16","","","",""
"","188",".focus() - focus on a DOM element","Actions","2026-07-16","passed","2026-07-16","","","",""
"","57","cy.stub() matches depending on arguments","Spies, Stubs, and Clock","2026-07-16","passed","2026-07-16","","","",""
"","286","cy.clearAllLocalStorage() - clear all data in localStorage for all origins","Local Storage / Session Storage","2026-07-16","passed","2026-07-16","","","",""
"","187",".parents() - get parent DOM elements from DOM elements","Traversal","2026-07-16","passed","2026-07-16","","","",""
"","467","cy.getCookie() - get a browser cookie","Cookies","2026-07-16","passed","2026-07-16","","","",""
"","862",".uncheck() - uncheck a checkbox element","Actions","2026-07-16","passed","2026-07-16","","","",""
"","197","finds element by class name regex","Assertions","2026-07-16","passed","2026-07-16","","Explicit Assertions","",""
"","245","cy.title() - get the title","Window","2026-07-16","passed","2026-07-16","","","",""
"","197",".find() - get descendant DOM elements of the selector","Traversal","2026-07-16","passed","2026-07-16","","","",""
"","363","cy.request() - save response in the shared test context","Network Requests","2026-07-16","passed","2026-07-16","","","",""
"","188","assert - assert shape of an object","Assertions","2026-07-16","passed","2026-07-16","","Explicit Assertions","",""
"","308","cy.request() with query parameters","Network Requests","2026-07-16","passed","2026-07-16","","","",""
"","190",".last() - get last DOM element","Traversal","2026-07-16","passed","2026-07-16","","","",""
"","319","cy.clearCookies() - clear browser cookies for the current domain","Cookies","2026-07-16","passed","2026-07-16","","","",""
"","194","can throw any error","Assertions","2026-07-16","passed","2026-07-16","","Explicit Assertions","",""
"","198",".nextUntil() - get next sibling DOM elements until next el","Traversal","2026-07-16","passed","2026-07-16","","","",""
"","192",".prevUntil() - get all previous sibling DOM elements until el","Traversal","2026-07-16","passed","2026-07-16","","","",""
"","4650","cy.wait() - wait for a specific amount of time","Waiting","2026-07-16","passed","2026-07-16","","","",""
"","325","cy.wait() - wait for a specific route","Waiting","2026-07-16","passed","2026-07-16","","","",""
"","322",".should() - make an assertion about the current subject","Assertions","2026-07-16","passed","2026-07-16","","Implicit Assertions","",""
"","270",".rightclick() - right click on a DOM element","Actions","2026-07-16","passed","2026-07-16","","","",""
"","193","expect - make an assertion about a specified subject","Assertions","2026-07-16","passed","2026-07-16","","Explicit Assertions","",""
"","197",".within() - query DOM elements within a specific element","Querying","2026-07-16","passed","2026-07-16","","","",""
"","272","cy.getAllSessionStorage() - get all data in sessionStorage for all origins","Local Storage / Session Storage","2026-07-16","passed","2026-07-16","","","",""
"","292",".add() - create a custom command","Cypress APIs","2026-07-16","passed","2026-07-16","","Cypress.Commands","",""
"","322","cy.spy() - wrap a method in a spy","Spies, Stubs, and Clock","2026-07-16","passed","2026-07-16","","","",""
"","524","cy.intercept() - route responses to matching requests","Network Requests","2026-07-16","passed","2026-07-16","","","",""
"","178","Get current spec information","Cypress APIs","2026-07-16","passed","2026-07-16","","Cypress.spec","",""
"","190",".parent() - get parent DOM element from DOM elements","Traversal","2026-07-16","passed","2026-07-16","","","",""
"","183","yields the returned value to the next command","Connectors","2026-07-16","passed","2026-07-16","",".then()","",""
"","181","yields the value yielded by the last Cypress command inside","Connectors","2026-07-16","passed","2026-07-16","",".then()","",""
"","1879","cy.go() - go back or forward in the browser's history","Navigation","2026-07-16","passed","2026-07-16","","","",""
"","210","pass your own callback function to should()","Assertions","2026-07-16","passed","2026-07-16","","Explicit Assertions","",""
"","227","cy.contains() - query DOM elements with matching content","Querying","2026-07-16","passed","2026-07-16","","","",""
"","294","can check off an item as completed","example to-do app","2026-07-16","passed","2026-07-16","","","",""
"","204","matches unknown text between two elements","Assertions","2026-07-16","passed","2026-07-16","","Explicit Assertions","",""
"","180","Cypress.Screenshot.defaults() - change default config of screenshots","Misc","2026-07-16","passed","2026-07-16","","Cypress.Screenshot","",""
"","437","cy.request() - verify response using BDD syntax","Network Requests","2026-07-16","passed","2026-07-16","","","",""
"","197",".first() - get first DOM element","Traversal","2026-07-16","passed","2026-07-16","","","",""
"","237","cy.url() - get the current URL","Location","2026-07-16","passed","2026-07-16","","","",""
"","186",".not() - remove DOM elements from set of DOM elements","Traversal","2026-07-16","passed","2026-07-16","","","",""
"","165","cy.stub() - create a stub and/or replace a function with stub","Spies, Stubs, and Clock","2026-07-16","passed","2026-07-16","","","",""
"","177","Get underlying OS name","Cypress APIs","2026-07-16","passed","2026-07-16","","Cypress.platform","",""
"","487",".blur() - blur off a DOM element","Actions","2026-07-16","passed","2026-07-16","","","",""
"","200","cy.document() - get the document object","Window","2026-07-16","passed","2026-07-16","","","",""
"","193",".prev() - get previous sibling DOM element","Traversal","2026-07-16","passed","2026-07-16","","","",""
"","179","yields the original subject without return","Connectors","2026-07-16","passed","2026-07-16","",".then()","",""
